Block Group ID,Population,Parcels,School Kids,Households,Square Miles,Violent Crime Rate,Property Crime Rate,Nuisance Calls Rate,Vice Calls Rate,Animal Calls Rate,Median Household Income,Assessed Value 2012,Foreclosure Starts,Estimated Tax Bill 2012,Land Value Per Acre 2012,% School Aged Children,Household Size,PopDen,% High School or More,% Bachelors or More,Unemployment Rate,% In Labor Force,% on Public Assistance,Poverty Rate,Child Poverty Rate,% Owner Occupied,% Renter Occupied,Vacant Structures,Vacant Lots,Out of Town Owners,City Demolitions,Blighted Properties,Certs of Compliance/Occupancy Issued,Population Under 9,Population 10-17,Population 18-21,Population 22-29,Population 30's,Population 40's,Population 50's,Population 60's,Population Over 70,American Indian Population,Asian Population,Black Population,All Other Population,White Population,% Commercial Land Use,% Industrial Land Use,% Other Land Use,% Residential Land Use,% Vacant Land Use
360550048003,780,261,267,254,0.07,15.4,48.7,244.9,133.3,119.2,"23,630","27,000",2,845.60,"30,680",34.2,3.0,11803.1,83.07,10.83,23.29,53.9,47.54,48,68.00,26.44,73.56,28,25,30,2,19,16,138,139,69,102,87,97,86,40,20,6,16,428,191,145,5.4,0.0,3.1,81.9,9.7
360550049001,992,360,286,334,0.09,16.1,57.5,168.3,123.0,115.9,"19,434","27,000",1,844.03,"31,290",28.8,3.0,11617.2,45.89,4.15,16.47,57.6,15.87,39.6,52.20,28.33,71.67,33,56,30,5,18,27,202,161,82,107,115,121,94,61,39,2,3,621,245,123,3.1,0.3,0.8,79.9,15.8
360550049002,906,349,262,288,0.07,14.3,32.0,289.2,364.2,108.2,"19,434","23,500",3,734.62,"30,111",28.9,3.2,13851.2,45.89,4.15,46.64,59.9,15.87,39.6,52.20,30.37,69.63,27,54,43,2,20,22,171,145,61,92,129,121,72,65,45,3,18,508,194,186,4.8,0.0,0.6,78.4,16.2
360550050001,434,175,162,162,0.05,18.4,50.7,493.1,451.6,82.9,"16,250","25,750",2,812.77,"27,328",37.3,2.6,8493.9,47.16,1.85,56.76,64.3,29.79,55.9,68.60,16.00,84.00,17,26,20,2,19,19,72,71,37,44,56,51,40,33,25,0,1,211,132,90,10.7,0.0,0.6,72.3,16.4
360550050002,627,192,181,198,0.05,6.4,41.5,137.2,114.8,97.3,"16,250","26,800",1,844.03,"25,410",28.9,3.2,13499.7,47.16,1.85,40.30,50.4,29.79,55.9,68.60,32.29,67.71,12,22,23,1,19,25,126,89,65,80,62,85,63,45,9,13,66,295,170,96,2.7,0.0,0.0,85.6,11.8
360550050003,716,272,174,220,0.06,15.4,40.5,128.5,614.5,110.3,"16,250","23,000",2,718.99,"29,739",24.3,3.3,12276.5,47.16,1.85,46.61,49.6,29.79,55.9,68.60,28.68,71.32,26,46,33,1,29,19,123,105,66,87,83,96,82,40,30,6,5,296,247,168,7.5,0.0,1.6,72.7,18.2
360550051001,657,227,152,217,0.05,15.2,53.3,366.8,196.3,156.8,"21,747","23,800",1,744.00,"30,230",23.1,3.0,13403.1,55.75,5.05,14.48,61.1,56.37,36.6,56.40,22.91,77.09,24,31,19,1,24,12,155,102,51,83,65,83,58,35,19,6,16,320,165,156,7.9,0.0,0.9,76.7,14.4
360550051002,784,259,212,238,0.12,20.4,43.4,155.6,86.7,118.6,"21,747","34,700",7,1094.12,"27,858",27.0,3.3,6689.1,55.75,5.05,26.69,44.8,56.37,36.6,56.40,27.03,72.97,28,31,34,0,30,13,172,112,77,91,98,92,76,33,28,4,43,432,157,152,7.0,2.7,1.6,76.7,12.0
360550052001,602,258,138,201,0.06,16.6,91.4,265.8,196.0,134.6,"16,441","24,000",1,750.25,"22,309",22.9,2.8,9376.2,57.89,6.13,31.50,57.0,24.86,59.2,75.20,18.99,81.01,34,60,27,8,18,23,127,69,47,59,72,91,76,35,24,6,13,403,97,89,5.2,0.0,2.4,68.5,23.9
360550052002,992,473,283,348,0.11,25.2,66.5,123.0,126.0,106.9,"16,441","22,800",4,715.87,"30,065",28.5,2.8,9141.1,57.89,6.13,26.81,44.1,24.86,59.2,75.20,21.35,78.65,51,106,49,16,31,35,187,152,73,104,127,118,97,57,71,3,21,524,276,171,9.6,0.2,1.4,64.7,24.1
360550053001,904,275,218,278,0.08,14.4,34.3,133.8,32.1,115.0,"28,174","36,300",5,1134.76,"38,094",24.1,3.3,11911.1,68.35,0.00,3.16,65.8,51.54,33,35.50,42.91,57.09,18,7,18,0,20,19,196,125,94,108,102,105,87,58,26,4,14,582,141,167,2.6,0.0,0.4,94.4,2.6
360550053002,1083,382,295,375,0.11,18.5,32.3,167.1,87.7,131.1,"28,174","23,750",4,750.25,"27,937",27.2,2.9,9783.4,68.35,0.00,32.02,56.2,51.54,33,35.50,21.99,78.01,41,78,24,0,36,14,225,170,94,121,123,120,105,74,40,3,7,576,323,177,10.5,0.0,0.5,67.8,21.1
360550054001,876,312,115,363,0.10,4.6,37.7,81.1,46.8,62.8,"41,712","87,000",4,2727.48,"63,035",13.1,2.4,8774.5,87.64,16.91,4.43,64.2,38.60,19.5,25.60,78.53,21.47,1,4,10,0,0,16,109,75,54,101,160,124,125,77,43,4,0,316,76,484,5.1,0.0,0.0,93.6,1.3
360550054002,811,295,145,329,0.07,6.2,41.9,67.8,8.6,60.4,"41,712","65,700",7,2053.81,"64,249",17.9,2.5,12015.7,87.64,16.91,11.09,70.5,38.60,19.5,25.60,75.25,24.75,5,8,8,0,4,12,121,88,51,87,130,139,106,55,32,6,0,382,113,316,1.0,0.0,0.0,96.3,2.7
360550054003,823,275,237,279,0.06,6.1,32.8,120.3,13.4,92.3,"41,712","44,000",9,1375.46,"49,221",28.8,3.0,13556.3,87.64,16.91,9.24,60.3,38.60,19.5,25.60,43.27,56.73,17,19,20,1,10,14,149,138,58,83,110,119,72,57,28,6,7,496,147,173,1.1,0.0,0.4,91.6,6.9
360550054004,669,215,169,250,0.05,17.9,44.8,110.6,23.9,82.2,"41,712","46,000",3,1437.98,"54,464",25.3,2.7,12439.0,87.64,16.91,2.29,45.6,38.60,19.5,25.60,39.53,60.47,8,11,18,0,8,17,123,100,54,80,89,91,66,35,29,6,5,389,84,191,3.3,0.0,2.3,89.3,5.1
360550054005,690,238,140,259,0.05,7.2,30.4,79.7,10.1,53.6,"41,712","61,400",3,1938.15,"61,202",20.3,2.7,12973.9,87.64,16.91,0.00,67.8,38.60,19.5,25.60,72.27,27.73,4,5,6,0,2,7,109,98,52,76,104,107,77,40,24,1,12,298,119,261,2.1,0.0,0.0,95.8,2.1
360550055001,619,246,200,228,0.06,9.7,33.9,138.9,24.2,155.1,"17,444","28,350",3,887.80,"28,964",32.3,2.7,9969.5,66.64,5.44,17.42,57.3,46.24,42.3,51.00,32.93,67.07,29,26,26,2,21,11,114,85,47,73,77,85,57,36,35,1,13,363,142,101,4.6,0.0,1.3,83.1,11.0
360550055002,542,214,183,192,0.06,12.9,46.1,182.7,206.6,136.5,"17,444","26,950",3,842.47,"25,566",33.8,2.8,9214.9,66.64,5.44,38.64,44.0,46.24,42.3,51.00,25.70,74.30,24,34,29,3,25,15,107,85,43,68,50,71,58,35,23,2,2,340,123,77,5.3,0.0,1.4,76.9,16.3
360550055003,820,310,181,248,0.14,9.8,46.3,178.0,63.4,81.7,"17,444","35,000",3,1379.00,"25,341",22.1,2.9,5715.8,66.64,5.44,6.23,47.4,46.24,42.3,51.00,32.90,67.10,16,53,24,4,10,31,190,154,65,84,106,89,66,43,19,2,5,519,162,134,23.0,0.7,4.9,53.0,18.5
360550056001,817,297,264,257,0.09,40.4,115.1,405.1,195.8,153.0,"15,709","25,500",5,812.77,"29,436",32.3,3.2,8997.7,56.84,4.56,29.96,56.3,33.90,53.8,70.40,24.92,75.08,24,39,32,1,20,29,180,132,72,93,115,77,81,33,29,3,51,484,138,144,8.5,0.3,1.4,76.6,13.2
360550056002,877,288,235,284,0.07,17.1,54.7,232.6,159.6,125.4,"15,709","30,000",6,937.81,"30,273",26.8,3.1,11958.2,56.84,4.56,26.87,30.4,33.90,53.8,70.40,29.86,70.14,25,32,35,1,26,24,173,146,67,100,103,112,86,52,35,10,7,540,191,139,4.9,0.0,1.1,82.7,11.3
360550056003,651,269,167,245,0.10,7.7,90.6,259.6,32.3,95.2,"15,709","31,800",1,1000.34,"27,166",25.7,2.6,6409.6,56.84,4.56,23.77,64.3,33.90,53.8,70.40,26.39,73.61,15,20,18,1,13,24,116,93,64,99,77,70,81,31,19,3,2,428,75,146,26.8,0.0,1.2,64.0,8.0
360550057001,772,201,212,245,0.05,15.5,54.4,149.0,16.8,84.2,"18,817","42,000",6,1336.39,"45,473",27.5,3.2,15317.5,72.83,8.40,32.73,49.8,34.28,64.9,67.90,26.37,73.63,21,12,40,1,23,19,186,131,54,77,92,93,58,48,30,0,5,547,65,155,5.6,0.0,0.0,88.3,6.1
360550057002,566,166,156,197,0.05,19.4,45.9,185.5,12.4,70.7,"18,817","36,000",1,1128.43,"31,051",27.6,2.9,11404.5,72.83,8.40,19.23,31.4,34.28,64.9,67.90,25.90,74.10,17,24,24,1,12,6,106,87,61,78,71,71,57,15,17,2,0,354,129,83,9.8,0.0,1.2,74.4,14.6
360550057003,594,183,143,189,0.05,10.1,42.1,154.9,26.9,136.4,"18,817","34,200",6,1072.23,"26,704",24.1,3.1,11416.3,72.83,8.40,19.86,33.7,34.28,64.9,67.90,22.95,77.05,23,26,21,1,18,11,146,93,46,68,77,72,53,18,19,0,1,413,86,94,9.7,0.0,2.8,72.7,14.8
360550058001,1216,370,264,460,0.12,9.0,43.6,136.5,23.8,66.6,"39,524","74,800",7,2344.54,"55,242",21.7,2.6,10074.5,73.72,17.62,5.17,73.1,9.05,23.4,33.20,59.73,40.27,8,6,27,0,11,33,202,180,89,133,201,170,132,60,43,4,15,643,117,441,4.1,0.0,0.5,93.7,1.6
360550058002,1002,302,225,373,0.07,10.0,35.9,163.7,61.9,95.8,"39,524","53,000",6,1672.44,"61,078",22.5,2.7,14554.6,73.72,17.62,4.22,64.0,9.05,23.4,33.20,52.98,47.02,11,5,24,0,18,24,171,141,72,134,152,149,98,44,36,2,6,497,113,386,6.1,0.0,0.7,91.6,1.7
360550058003,929,255,232,331,0.07,8.6,29.1,120.6,22.6,124.9,"39,524","40,000",4,1250.42,"44,400",25.0,2.8,12934.3,73.72,17.62,13.71,65.9,9.05,23.4,33.20,35.69,64.31,15,9,29,0,22,13,186,143,72,119,113,127,83,53,27,10,2,593,136,198,10.7,0.0,0.8,84.9,3.6
360550058004,834,238,244,275,0.05,7.2,32.4,196.6,57.6,139.1,"39,524","44,000",7,1402.03,"57,856",29.3,3.0,15387.5,73.72,17.62,4.49,63.5,9.05,23.4,33.20,39.08,60.92,12,5,26,0,11,17,175,146,59,85,112,102,70,39,43,8,2,591,113,128,6.5,0.0,0.4,90.9,2.2
360550059001,760,209,249,247,0.08,18.4,36.8,198.7,125.0,151.3,"28,342","33,000",2,1034.72,"34,705",32.8,3.1,9953.5,68.84,23.40,7.30,35.3,47.77,34.9,61.80,26.32,73.68,18,24,42,2,15,19,180,123,59,92,96,87,72,33,15,0,3,533,95,129,3.9,0.0,1.0,83.6,11.6
360550059002,992,407,213,367,0.28,13.1,63.5,227.8,75.6,164.3,"28,342","32,000",5,1031.60,"29,014",21.5,2.7,3568.1,68.84,23.40,0.00,69.3,47.77,34.9,61.80,23.83,76.17,32,44,59,0,30,26,216,110,73,156,140,107,111,42,33,4,4,630,133,225,19.3,1.3,3.6,64.7,11.2
360550060001,861,319,106,380,0.09,4.6,40.7,109.2,16.3,60.4,"40,677","78,000",4,2469.58,"56,427",12.3,2.3,9423.5,86.73,34.75,0.00,72.6,35.36,22.1,25.20,63.64,36.36,3,4,20,0,1,12,108,79,52,132,155,119,113,50,43,3,3,266,71,521,7.5,0.0,1.6,89.6,1.3
360550060002,872,307,117,354,0.09,5.7,33.3,117.0,21.8,33.3,"40,677","75,000",5,2344.54,"51,636",13.4,2.5,9844.2,86.73,34.75,6.61,57.9,35.36,22.1,25.20,69.38,30.62,5,8,8,0,2,19,151,85,57,82,165,136,102,60,29,7,6,221,79,566,1.3,0.3,0.0,95.8,2.6
360550060003,620,291,60,305,0.08,9.7,37.1,56.5,4.8,50.0,"40,677","84,000",2,2625.88,"62,396",9.7,2.0,7919.6,86.73,34.75,7.62,78.1,35.36,22.1,25.20,77.32,22.68,4,10,3,0,2,9,75,41,15,87,126,100,67,47,54,3,10,101,34,475,4.8,0.0,0.3,91.4,3.4
360550060004,1062,324,96,598,0.09,4.7,38.6,87.6,23.5,35.8,"40,677","75,000",4,2375.80,"52,070",9.0,1.8,11223.4,86.73,34.75,4.29,50.1,35.36,22.1,25.20,68.52,31.48,4,4,13,0,6,14,95,83,45,113,174,162,187,89,100,8,4,311,91,656,12.6,0.0,0.3,85.8,1.3
360550061001,863,324,58,412,0.30,1.2,22.0,22.0,2.3,12.7,"55,882","115,000",1,3594.96,"59,215",6.7,2.1,2849.4,94.45,48.74,6.52,68.1,10.51,10.5,7.90,83.33,16.67,4,10,1,0,1,8,116,53,28,121,140,125,127,91,55,3,14,122,34,693,1.2,0.0,0.6,95.1,3.1
360550061002,838,407,53,428,0.13,4.8,31.0,53.7,8.4,16.7,"55,882","101,150",1,3219.83,"65,496",6.3,1.9,6416.6,94.45,48.74,0.00,78.7,10.51,10.5,7.90,78.38,21.62,2,5,5,0,0,14,75,50,20,127,155,111,138,93,61,3,6,76,29,727,5.2,0.0,0.2,93.4,1.2
360550061003,652,330,36,330,0.10,0.0,26.1,18.4,3.1,27.6,"55,882","103,800",2,3244.84,"63,842",5.5,2.0,6727.7,94.45,48.74,4.53,77.6,10.51,10.5,7.90,84.24,15.76,0,6,3,0,0,3,68,31,10,99,152,88,97,66,38,1,6,32,17,597,0.3,0.0,0.3,97.6,1.8
360550062001,1004,298,218,421,0.09,12.9,29.9,176.3,28.9,68.7,"38,050","52,000",5,1652.30,"58,686",21.7,2.4,11170.5,86.19,19.34,21.77,69.1,39.02,32.8,46.40,40.94,59.06,12,12,22,1,13,27,168,131,79,95,100,139,102,67,116,8,6,768,69,161,8.8,0.0,1.0,86.1,4.1
360550062002,1278,429,229,510,0.11,4.7,24.3,117.4,48.5,39.9,"38,050","76,000",9,2375.80,"64,534",17.9,2.5,11254.5,86.19,19.34,8.89,57.6,39.02,32.8,46.40,73.19,26.81,17,1,26,0,4,17,190,137,88,148,161,203,168,90,73,12,5,920,51,302,2.8,0.0,0.0,97.0,0.2
360550062003,802,263,112,346,0.07,1.2,23.7,77.3,33.7,58.6,"38,050","72,050",7,2258.57,"69,910",14.0,2.3,11338.3,86.19,19.34,18.22,69.3,39.02,32.8,46.40,65.40,34.60,10,0,14,0,2,7,97,95,54,102,113,104,115,67,47,0,7,606,32,157,4.2,0.0,0.0,95.8,0.0
360550063001,681,195,171,336,0.07,16.2,66.1,428.8,207.0,58.7,"28,750","28,250",2,883.11,"27,756",25.1,2.0,9588.5,78.21,18.65,49.68,41.5,36.90,39.3,57.70,25.64,74.36,14,31,25,0,4,14,94,73,31,78,59,81,77,61,113,3,1,602,32,46,11.4,0.0,2.6,69.9,16.1
360550063002,999,276,235,369,0.08,8.0,43.0,137.1,92.1,57.1,"28,750","58,700",8,1834.99,"48,324",23.5,2.7,12918.2,78.21,18.65,12.55,38.3,36.90,39.3,57.70,44.20,55.80,10,14,27,0,12,21,152,162,70,113,124,136,113,60,68,0,4,843,60,92,2.9,0.0,0.4,91.7,5.1
360550063003,1391,487,326,478,0.13,9.3,32.4,108.6,30.2,54.6,"28,750","63,000",16,1969.41,"53,310",23.4,2.9,10714.4,78.21,18.65,5.35,57.9,36.90,39.3,57.70,71.46,28.54,17,11,28,1,12,21,197,231,106,120,143,179,177,115,109,1,6,1110,83,192,1.9,0.0,0.0,95.9,2.3
360550064001,614,272,180,234,0.07,11.4,65.1,224.8,231.3,118.9,"25,789","26,000",0,844.03,"29,798",29.3,2.6,9179.3,74.67,9.66,10.99,44.7,31.10,42.5,66.30,27.21,72.79,25,46,22,4,12,13,93,105,52,62,57,76,70,45,51,2,3,546,46,19,4.5,0.0,2.3,75.8,17.4
360550064002,1013,314,301,345,0.10,12.8,52.3,221.1,351.4,90.8,"25,789","31,100",4,1000.34,"27,586",29.7,2.9,10247.9,74.67,9.66,35.82,48.3,31.10,42.5,66.30,28.34,71.66,26,32,43,5,29,21,193,166,78,104,123,116,105,65,56,11,0,898,74,41,3.6,0.0,2.0,84.0,10.5
360550064003,964,355,252,349,0.09,15.6,41.5,162.9,86.1,101.7,"25,789","27,000",5,844.03,"34,218",26.1,2.8,11039.2,74.67,9.66,18.88,58.7,31.10,42.5,66.30,32.11,67.89,21,41,36,3,12,32,183,134,71,114,110,99,112,68,66,7,0,871,56,37,4.6,0.0,1.1,82.5,11.7
360550065001,693,235,197,250,0.08,20.2,69.3,147.2,13.0,114.0,"15,130","27,500",1,875.29,"35,264",28.4,2.8,8258.0,45.53,5.33,44.26,38.0,46.86,43,49.80,26.81,73.19,14,41,24,2,9,15,148,108,48,75,70,87,68,36,45,1,11,646,18,18,1.3,0.0,2.7,77.9,18.1
360550065002,923,287,226,365,0.10,17.3,52.0,283.9,234.0,100.8,"15,130","29,000",2,920.62,"36,009",24.5,2.5,9219.4,45.53,5.33,19.89,64.1,46.86,43,49.80,22.65,77.35,28,25,24,0,10,16,195,136,63,95,88,98,99,73,63,5,8,809,53,53,7.6,0.4,2.5,80.5,9.0
360550066001,803,237,249,254,0.07,22.4,34.9,161.9,235.4,69.7,"29,442","35,000",5,1094.12,"25,130",31.0,3.2,11742.1,72.48,9.90,12.20,56.9,7.06,42.9,58.30,31.22,68.78,16,16,28,1,18,19,194,129,51,92,99,98,56,34,42,1,10,743,39,11,2.1,0.0,1.3,89.7,6.9
360550066002,1165,381,224,429,0.10,16.3,39.5,187.1,170.0,85.0,"29,442","36,000",9,1139.44,"25,517",19.2,2.7,12075.7,72.48,9.90,17.51,54.0,7.06,42.9,58.30,35.96,64.04,26,24,38,0,18,28,200,183,84,134,127,141,124,77,88,9,5,1022,76,62,6.4,0.0,0.3,87.0,6.4
360550067001,1269,422,270,448,0.15,8.7,33.9,163.1,41.8,59.1,"46,915","73,000",11,2282.02,"60,492",21.3,2.8,8736.3,81.47,19.75,15.30,68.5,58.25,16.1,26.60,63.74,36.26,20,8,33,0,10,19,188,197,78,128,146,162,160,125,72,5,8,923,75,263,2.6,0.0,1.0,94.5,1.9
360550067002,1102,336,238,411,0.09,9.1,27.2,126.1,20.9,49.9,"46,915","67,000",7,2094.45,"50,906",21.6,2.7,12221.1,81.47,19.75,21.12,64.0,58.25,16.1,26.60,50.00,50.00,12,1,19,0,7,12,171,187,69,107,132,147,106,86,77,3,0,885,68,149,2.4,0.0,0.3,97.0,0.3
360550067003,695,195,173,272,0.05,18.7,51.8,535.3,154.0,99.3,"46,915","55,000",7,1719.33,"48,600",24.9,2.6,12977.8,81.47,19.75,27.16,74.9,58.25,16.1,26.60,46.67,53.33,8,10,16,0,6,21,118,91,48,105,72,94,90,31,35,0,12,582,22,79,7.2,0.0,0.0,87.7,5.1
360550068001,975,302,154,420,0.08,2.1,26.7,74.9,41.0,35.9,"50,606","60,200",3,1900.64,"56,477",15.8,2.3,12445.9,85.18,31.41,20.59,76.8,40.15,24.9,36.50,60.26,39.74,8,4,21,0,4,23,120,124,74,134,95,148,144,71,55,1,0,685,57,233,4.0,0.0,0.3,94.3,1.3
360550068002,716,266,125,276,0.12,5.6,29.3,104.7,19.6,39.1,"50,606","61,550",8,1928.77,"54,217",17.5,2.6,6202.6,85.18,31.41,18.76,67.1,40.15,24.9,36.50,63.91,36.09,7,5,22,0,1,22,102,102,48,92,96,94,100,52,29,2,11,469,42,194,6.4,0.0,2.7,89.0,1.9
360550068003,1137,438,238,461,0.21,1.8,31.7,65.1,9.7,46.6,"50,606","63,000",6,1969.41,"54,195",20.9,2.5,5511.0,85.18,31.41,5.84,75.6,40.15,24.9,36.50,70.09,29.91,10,7,32,0,6,17,152,150,72,138,167,165,154,73,57,7,7,693,68,369,2.7,0.0,0.2,95.4,1.6
360550069001,712,280,172,247,0.07,8.4,50.6,108.1,8.4,68.8,"18,145","36,000",2,1150.39,"31,727",24.2,2.9,10500.6,70.51,8.66,21.90,68.3,57.89,50.3,76.60,36.07,63.93,16,25,28,0,11,14,108,121,62,87,69,70,70,72,48,2,4,602,30,76,4.0,0.0,1.1,85.9,9.1
360550069002,1195,347,258,573,0.19,9.2,34.3,107.1,23.4,61.1,"18,145","30,000",6,969.08,"31,620",21.6,2.1,6244.8,70.51,8.66,22.67,56.2,57.89,50.3,76.60,31.41,68.59,28,34,30,1,8,22,190,138,89,157,106,109,121,113,156,4,17,918,82,178,6.4,1.5,0.6,81.7,9.9
360550070001,1309,441,308,489,0.12,3.1,35.9,92.4,18.3,45.8,"41,330","57,000",7,1781.85,"52,775",23.5,2.6,11344.6,94.08,24.43,7.28,67.4,28.62,16,26.00,52.83,47.17,11,11,20,0,5,28,189,175,117,169,150,173,156,99,71,5,15,1033,61,200,3.6,0.0,1.4,92.5,2.5
360550070002,1070,321,145,434,0.09,4.7,23.4,98.1,27.1,30.8,"41,330","63,400",5,1981.91,"48,231",13.6,2.5,11859.9,94.08,24.43,8.89,65.8,28.62,16,26.00,48.60,51.40,6,5,18,0,2,17,109,104,151,230,106,127,111,74,50,1,21,566,71,412,2.5,0.0,0.9,95.0,1.6
360550070003,584,263,48,252,0.20,0.0,22.3,106.2,32.5,61.6,"41,330","71,000",4,2282.02,"53,661",8.2,2.3,2954.5,94.08,24.43,3.58,61.0,28.62,16,26.00,60.46,39.54,5,33,42,0,3,10,46,38,61,153,62,63,72,53,29,2,31,206,24,323,1.4,0.0,1.4,85.6,11.6
360550071001,762,247,142,284,0.06,2.6,31.5,47.2,5.2,35.4,"42,961","59,700",8,1866.25,"51,424",18.6,2.7,12613.6,81.42,21.43,0.00,59.3,47.36,20.6,33.40,62.35,37.65,7,2,19,0,3,11,110,98,60,101,97,99,95,66,31,2,16,586,38,122,0.0,0.0,0.0,99.2,0.8
360550071002,1131,407,160,444,0.10,0.9,23.9,59.2,0.0,38.0,"42,961","68,000",13,2125.71,"52,591",14.1,2.6,11199.6,81.42,21.43,16.54,78.1,47.36,20.6,33.40,67.32,32.68,13,9,25,0,5,20,147,129,73,171,135,184,148,82,49,2,13,673,70,375,1.0,0.0,0.0,96.8,2.2
360550071003,629,200,159,233,0.04,6.4,38.2,146.3,17.5,57.2,"42,961","52,000",1,1625.55,"61,055",25.3,2.7,14282.9,81.42,21.43,10.53,51.9,47.36,20.6,33.40,49.50,50.50,9,8,22,0,3,12,107,91,42,69,80,82,72,52,28,0,8,516,44,61,8.6,0.0,0.0,87.3,4.1
360550071004,655,233,96,274,0.07,0.0,27.5,76.3,4.6,30.5,"42,961","67,500",6,2110.08,"47,193",14.7,2.4,9101.4,81.42,21.43,9.29,54.8,47.36,20.6,33.40,65.67,34.33,3,2,13,0,0,17,84,70,58,82,87,94,99,53,23,0,5,373,25,252,0.4,0.0,0.4,98.3,0.9
360550075001,1051,310,194,474,0.19,8.6,133.2,206.5,49.5,103.7,"21,594","40,100",4,1281.68,"51,149",18.5,2.2,5444.3,74.30,3.98,9.17,30.6,36.12,34.1,43.60,34.19,65.81,20,16,42,0,17,21,133,136,87,109,92,130,133,121,92,8,8,793,92,158,10.7,1.6,2.9,79.6,5.2
360550075002,773,181,184,292,0.06,6.5,42.7,100.9,49.2,94.4,"21,594","59,100",5,1853.75,"45,299",23.8,2.7,12227.3,74.30,3.98,5.37,58.4,36.12,34.1,43.60,48.07,51.93,16,5,15,0,12,14,124,116,58,89,71,129,90,49,39,0,2,645,51,75,8.3,0.0,2.2,86.7,2.8
360550075003,1101,345,293,390,0.09,7.3,24.5,204.4,79.9,78.1,"21,594","45,600",6,1425.48,"51,374",26.6,2.8,12320.9,74.30,3.98,3.83,55.6,36.12,34.1,43.60,45.51,54.49,21,4,34,0,16,29,197,164,93,120,108,146,138,78,51,7,2,927,50,122,4.6,0.0,0.9,93.3,1.2
360550076001,790,338,38,357,0.16,1.3,22.8,36.7,2.5,16.5,"51,484","182,000",2,5689.41,"71,921",4.8,2.2,4981.7,88.71,50.72,6.62,68.3,38.25,11.6,10.00,80.47,19.53,2,8,6,0,0,4,67,51,16,86,112,112,152,91,90,1,8,53,19,710,2.4,0.0,1.5,93.8,2.4
360550076002,748,349,64,362,0.10,2.7,32.1,65.5,10.7,25.4,"51,484","73,000",6,2282.02,"49,378",8.6,2.1,7277.6,88.71,50.72,15.33,80.1,38.25,11.6,10.00,71.92,28.08,6,9,7,0,1,18,85,58,35,117,144,109,97,65,27,6,6,117,66,559,5.2,0.3,0.9,91.1,2.6
360550076003,775,360,50,370,0.10,1.3,28.4,68.4,9.0,33.5,"51,484","90,000",7,2813.44,"71,228",6.5,2.1,7389.8,88.71,50.72,7.43,86.9,38.25,11.6,10.00,88.33,11.67,5,2,8,0,1,7,83,41,21,124,163,122,119,64,34,2,10,132,43,590,1.9,0.0,0.8,96.7,0.6
360550076004,625,267,77,300,0.14,12.8,64.0,180.8,24.0,56.0,"51,484","75,000",2,2344.54,"47,212",12.3,2.1,4510.1,88.71,50.72,14.47,68.6,38.25,11.6,10.00,65.17,34.83,5,3,5,0,1,9,67,49,38,88,100,121,82,39,34,9,0,160,69,396,12.0,2.6,0.7,83.5,1.1
360550077001,1122,265,46,588,0.18,1.8,13.4,13.4,4.5,7.1,"47,000","129,000",1,4126.38,"68,509",4.1,1.8,6380.0,88.31,47.29,7.79,61.1,50.00,7.7,8.40,78.11,21.89,0,14,22,0,0,4,79,61,30,202,130,151,151,87,221,1,31,141,53,897,4.0,2.0,2.0,86.6,5.5
360550077002,761,361,54,378,0.27,0.0,27.6,46.0,7.9,31.5,"47,000","104,550",1,3313.61,"69,524",7.1,2.0,2803.8,88.31,47.29,0.82,80.0,50.00,7.7,8.40,69.25,30.75,6,4,9,0,2,13,73,48,23,123,138,124,115,54,52,9,12,67,43,639,11.1,1.4,0.8,85.6,1.1
360550077003,907,299,87,435,0.11,2.2,19.8,63.9,3.3,59.5,"47,000","83,000",2,2594.62,"74,751",9.6,2.1,8244.6,88.31,47.29,1.43,61.4,50.00,7.7,8.40,67.56,32.44,2,6,7,0,1,9,92,69,39,146,169,114,132,69,69,6,11,168,60,668,4.8,0.3,0.3,92.5,2.0
360550078011,1123,291,16,531,0.09,0.9,14.2,82.8,0.0,24.9,"51,522","200,000",0,6252.10,"87,204",1.4,2.1,13179.0,94.35,63.61,5.64,86.7,2.35,13.8,33.80,52.58,47.42,1,6,19,0,1,29,62,16,88,468,168,97,93,83,41,3,29,66,28,1000,8.1,0.0,0.0,89.6,2.2
360550078012,1335,435,22,925,0.28,1.5,61.4,95.9,4.5,30.0,"51,522","183,000",0,6236.47,"76,168",1.6,1.4,4756.1,94.35,63.61,5.03,51.6,2.35,13.8,33.80,39.31,60.69,0,16,139,0,0,39,34,21,41,340,150,137,163,146,286,1,40,80,40,1175,22.0,2.5,4.6,65.9,5.0
360550078021,596,298,19,310,0.31,1.7,26.8,36.9,0.0,31.9,"71,971","175,000",1,5470.58,"68,752",3.2,1.9,1946.3,91.34,63.12,0.00,85.9,8.42,2.4,0.00,74.50,25.50,0,19,9,0,0,10,58,28,11,70,70,86,100,92,73,0,27,39,23,507,6.7,1.3,1.0,84.6,6.4
360550078022,899,400,32,455,0.53,0.0,13.3,38.9,8.9,62.3,"71,971","176,000",2,5626.89,"73,905",3.6,2.0,1709.0,91.34,63.12,3.70,70.5,8.42,2.4,0.00,73.50,26.50,0,27,13,0,0,9,73,51,17,91,115,114,188,150,84,3,16,53,24,806,2.6,0.0,2.3,88.2,6.9
