2114,"LINCOLN SCHOOL","New York","New York","NY ","LINCOLN SCHOOL",362631003606,"SCOTIA-GLENVILLE CENTRAL SCHOOL DISTRICT",3626310,"SCHENECTADY COUNTY",36093,"Reported 7 categories",36,"1986-2010",NULL,"40 ALBION ST","SCOTIA","NY ",12302,1299,"40 ALBION ST","SCOTIA","NY ",12302,1299,5183821296,"1-Regular school","1-Local school district","1-Currently operational ","2-No","2-No","2-No","21-Suburb: Large","2-No","1-Yes","2-Eligible for Title I TAS provides TAS program","?",10580,"Albany-Schenectady-Amsterdam, NY",104,42.83434,-73.965528,530202060003,530202060000,3621,"2-No","?",0,0,46,43,44,48,40,41,0,0,0,0,0,0,0,25
2115,"LINCOLN SCHOOL","New York","New York","NY ","LINCOLN SCHOOL",362601003582,"SCHENECTADY CITY SCHOOL DISTRICT",3626010,"SCHENECTADY COUNTY",36093,"Reported 7 categories",36,"1986-2010",NULL,"2 ROBINSON ST","SCHENECTADY","NY ",12304,1333,"2 ROBINSON ST","SCHENECTADY","NY ",12304,1333,5183708355,"1-Regular school","1-Local school district","1-Currently operational ","2-No","2-No","2-No","13-City: Small","1-Yes","1-Yes","5-Eligible for Title I SWP provides SWP program","?",10580,"Albany-Schenectady-Amsterdam, NY",104,42.795096,-73.922178,530600010011,530600010000,3621,"2-No","?",0,0,65,39,38,47,52,72,39,0,0,0,0,0,0,27
2394,"MOHONASEN SENIOR HIGH SCHOOL","New York","New York","NY ","MOHONASEN SENIOR HIGH SCHOOL",360000404545,"ROTTERDAM-MOHONASEN CENTRAL SCHOOL DISTRICT",3600004,"SCHENECTADY COUNTY",36093,"Reported 7 categories",36,"1986-2010",NULL,"2072 CURRY RD","SCHENECTADY","NY ",12303,4400,"2072 CURRY RD","SCHENECTADY","NY ",12303,4400,5183568300,"1-Regular school","1-Local school district","1-Currently operational ","2-No","2-No","2-No","21-Suburb: Large","2-No","1-Yes","2-Eligible for Title I TAS provides TAS program","?",10580,"Albany-Schenectady-Amsterdam, NY",104,42.775143,-73.952643,530515060004,530515060000,3621,"2-No","?",0,0,0,0,0,0,0,0,0,0,0,248,239,280,257,65
2277,"MARTIN LUTHER KING SCHOOL","New York","New York","NY ","MARTIN LUTHER KING SCHOOL",362601003584,"SCHENECTADY CITY SCHOOL DISTRICT",3626010,"SCHENECTADY COUNTY",36093,"Reported 7 categories",36,"1986-2010",NULL,"918 STANLEY ST","SCHENECTADY","NY ",12307,1611,"918 STANLEY ST","SCHENECTADY","NY ",12307,1611,5183708360,"1-Regular school","1-Local school district","1-Currently operational ","2-No","1-Yes","2-No","13-City: Small","1-Yes","1-Yes","5-Eligible for Title I SWP provides SWP program","?",10580,"Albany-Schenectady-Amsterdam, NY",104,42.802316,-73.934456,530600010008,530600010000,3621,"2-No","?",0,0,66,63,42,74,52,64,69,57,40,0,0,0,0,40
2403,"MONT PLEASANT MIDDLE SCHOOL","New York","New York","NY ","MONT PLEASANT MIDDLE SCHOOL",362601003585,"SCHENECTADY CITY SCHOOL DISTRICT",3626010,"SCHENECTADY COUNTY",36093,"Reported 7 categories",36,"1986-2010",NULL,"1121 FOREST RD","SCHENECTADY","NY ",12303,1294,"1121 FOREST RD","SCHENECTADY","NY ",12303,1294,5183708160,"1-Regular school","1-Local school district","1-Currently operational ","2-No","2-No","2-No","13-City: Small","1-Yes","1-Yes","5-Eligible for Title I SWP provides SWP program","?",10580,"Albany-Schenectady-Amsterdam, NY",104,42.797669,-73.940727,530600010024,530600010000,3621,"2-No","?",0,0,0,0,0,0,0,0,0,279,282,0,0,0,0,54
2588,"NISKAYUNA HIGH SCHOOL","New York","New York","NY ","NISKAYUNA HIGH SCHOOL",362088002959,"NISKAYUNA CENTRAL SCHOOL DISTRICT",3620880,"SCHENECTADY COUNTY",36093,"Reported 7 categories",36,"1986-2010",NULL,"1626 BALLTOWN RD","SCHENECTADY","NY ",12309,5317,"1626 BALLTOWN RD","SCHENECTADY","NY ",12309,5317,5183822521,"1-Regular school","1-Local school district","1-Currently operational ","2-No","2-No","2-No","21-Suburb: Large","2-No","1-Yes","1-Eligible for Title I TAS provides no program","?",10580,"Albany-Schenectady-Amsterdam, NY",104,42.819265,-73.892382,530301060007,530301060000,3621,"2-No","?",0,0,0,0,0,0,0,0,0,0,0,325,350,362,342,116
2786,"PASHLEY ELEMENTARY SCHOOL","New York","New York","NY ","PASHLEY ELEMENTARY SCHOOL",360594000388,"BURNT HILLS-BALLSTON LAKE CENTRAL SCHOOL DISTRICT",3605940,"SCHENECTADY COUNTY",36093,"Reported 7 categories",36,"1986-2010",NULL,"30 PASHLEY RD","SCOTIA","NY ",12302,5496,"30 PASHLEY RD","SCOTIA","NY ",12302,5496,5183999141,"1-Regular school","1-Local school district","1-Currently operational ","2-No","2-No","2-No","21-Suburb: Large","2-No","1-Yes","2-Eligible for Title I TAS provides TAS program","?",10580,"Albany-Schenectady-Amsterdam, NY",104,42.887554,-73.921827,520101060004,520101060000,3621,"2-No","?",0,49,7,56,68,72,65,52,0,0,0,0,0,0,0,32
2862,"PINEWOOD ELEMENTARY SCHOOL","New York","New York","NY ","PINEWOOD ELEMENTARY SCHOOL",360000404577,"ROTTERDAM-MOHONASEN CENTRAL SCHOOL DISTRICT",3600004,"SCHENECTADY COUNTY",36093,"Reported 7 categories",36,"1987-2010",1986,"901 KINGS RD","SCHENECTADY","NY ",12303,4400,"901 KINGS RD","SCHENECTADY","NY ",12303,4400,5183568430,"1-Regular school","1-Local school district","1-Currently operational ","2-No","2-No","2-No","21-Suburb: Large","2-No","1-Yes","2-Eligible for Title I TAS provides TAS program","?",10580,"Albany-Schenectady-Amsterdam, NY",104,42.764237,-73.916678,530515060005,530515060000,3621,"2-No","?",0,0,0,0,0,211,198,201,0,0,0,0,0,0,0,41
2751,"PAIGE SCHOOL","New York","New York","NY ","PAIGE SCHOOL",362601003587,"SCHENECTADY CITY SCHOOL DISTRICT",3626010,"SCHENECTADY COUNTY",36093,"Reported 7 categories",36,"1986-2010",NULL,"104 ELLIOTT AVE","SCHENECTADY","NY ",12304,1708,"104 ELLIOTT AVE","SCHENECTADY","NY ",12304,1708,5183708300,"1-Regular school","1-Local school district","1-Currently operational ","2-No","2-No","2-No","13-City: Small","1-Yes","1-Yes","5-Eligible for Title I SWP provides SWP program","?",10580,"Albany-Schenectady-Amsterdam, NY",104,42.785899,-73.903991,530600010013,530600010000,3621,"2-No","?",0,0,64,67,64,73,72,74,59,0,0,0,0,0,0,34
2881,"PLEASANT VALLEY SCHOOL","New York","New York","NY ","PLEASANT VALLEY SCHOOL",362601003588,"SCHENECTADY CITY SCHOOL DISTRICT",3626010,"SCHENECTADY COUNTY",36093,"Reported 7 categories",36,"1986-2010",NULL,"1097 FOREST RD","SCHENECTADY","NY ",12303,1171,"1097 FOREST RD","SCHENECTADY","NY ",12303,1171,5188813640,"1-Regular school","1-Local school district","1-Currently operational ","2-No","1-Yes","2-No","13-City: Small","1-Yes","1-Yes","5-Eligible for Title I SWP provides SWP program","?",10580,"Albany-Schenectady-Amsterdam, NY",104,42.798787,-73.941159,530600010014,530600010000,3621,"2-No","?",0,0,83,72,83,59,81,61,57,0,0,0,0,0,0,38
