"RECORD,C,7","N2,C,18","NAME,C,35","GR4YN,C,4","STREET,C,26","CITY,C,18","STATE,C,3","ZIP,C,6","PLUS_4,C,7","GDTLAT,N,10,6","GDTLONG,N,11,6","GDTSTAT,C,4","NYSAD_ID,N,11,0","NYSSD_ID,N,11,0"
    816,211003040001,DOLGEVILLE ES,   1,38 SLAWSON ST EXT,DOLGEVILLE,NY,13329,1298,43.102362,-74.776394,B1,113,47
    817,211003040002,JAMES A. GREEN HS,   0,38 SLAWSON ST EXT,DOLGEVILLE,NY,13329,1298,43.102362,-74.776394,B1,113,47
    818,211103040001,POLAND JSHS,   0,74 COLD BROOK ST,POLAND,NY,13431,0008,43.230552,-75.085399,15,113,47
    819,211103040003,POLAND ES,   1,74 COLD BROOK ST,POLAND,NY,13431,0008,43.230552,-75.085399,15,113,47
    820,211701040001,OWEN D. YOUNG CENTRAL SCHOOL,   1,RT 80,VAN HORNESVILLE,NY,13475,0125,42.886009,-74.811936,18,113,50
    821,211901020001,TOWN OF WEBB SCHOOL,   1,MAIN ST,OLD FORGE,NY,13420,0038,43.726308,-74.933334,15,113,47
    822,212001040001,MT MARKHAM (LEONARDSVILLE BLDG,   1,RT 8,WEST WINFIELD,NY,13491,0500,42.912182,-75.124112,14,113,50
    823,212001040002,MT MARKHAM (W WINFIELD BLDG) E,   1,500 FAIRGROUND RD,WEST WINFIELD,NY,13491,0500,42.885981,-75.185563,B1,113,50
    824,212001040003,MT MARKHAM SHS,   0,500 FAIRGROUND RD,WEST WINFIELD,NY,13491,0500,42.885981,-75.185563,B1,113,50
    825,212001040005,MT MARKHAM MS,   0,500 FAIRGROUND RD,WEST WINFIELD,NY,13491,0500,42.885981,-75.185563,B1,113,50
    826,220101040001,FREDERICK N. SCHOLTZ ES,   0,6 INSTITUTE ST,ADAMS,NY,13605,0010,43.810314,-76.023309,B1,114,46
    827,220101040002,SOUTH JEFFERSON JSHS,   0,11060 U S RT 11,ADAMS,NY,13605,0010,43.810869,-76.023339,14,114,46
    828,220101040003,MAYNARD P. WILSON ES,   1,13180 U S RT 11,ADAMS CENTER,NY,13606,0010,43.861092,-76.005812,14,114,46
    829,220101040004,MANNSVILLE MANOR ES,   1,423 N MAIN ST,MANNSVILLE,NY,13661,0010,43.724529,-76.063698,15,114,46
    830,220202040001,ALEXANDRIA CENTRAL ES,   1,34 BOLTON AVE,ALEXANDRIA BAY,NY,13607,1699,44.334265,-75.912870,B1,114,46
    831,220202040002,ALEXANDRIA CENTRAL HS,   0,34 BOLTON AVE,ALEXANDRIA BAY,NY,13607,1699,44.334265,-75.912870,B1,114,46
    832,220301060001,ANTWERP PRIMARY SCHOOL,   1,10 ACADEMY ST,ANTWERP,NY,13608,0010,44.252024,-75.626769,15,114,46
    833,220301060002,EVANS MILLS PRIMARY SCHOOL,   1,8442 S MAIN ST,EVANS MILLS,NY,13637,0190,44.086642,-75.808193,B1,114,46
    834,220301060003,PHILADELPHIA PRIMARY SCHOOL,   1,3 SAND ST,PHILADELPHIA,NY,13673,0397,44.154586,-75.709104,B1,114,46
    835,220301060004,THERESA PRIMARY SCHOOL,   1,125 BRIDGE ST,THERESA,NY,13691,0620,44.218091,-75.793796,B1,114,46
    836,220301060007,INDIAN RIVER HS,   0,32925 U S RT 11,PHILADELPHIA,NY,13673,0338,44.174116,-75.696188,14,114,46
    837,220301060008,INDIAN RIVER MS,   0,32735 CNTY RTE 29,PHILADELPHIA,NY,13673,0420,44.174116,-75.696188,14,114,46
    838,220301060009,CALCIUM PRIMARY SCHOOL,   1,24550 INDIAN RIVER DR,CALCIUM,NY,13616,0459,44.021128,-75.848357,15,114,46
    839,220401040002,BROWNVILLE SCHOOL,   1,275 E MAIN ST,BROWNVILLE,NY,13615,0010,44.004575,-75.984010,18,114,46
    840,220401040003,DEXTER ES,   1,415 EAST GROVE ST,DEXTER,NY,13634,9731,44.010297,-76.043735,B1,114,46
    841,220401040004,GENERAL BROWN JSHS,   0,17643 CEMETERY RD,DEXTER,NY,13634,3001,44.009932,-76.036523,B1,114,46
    842,220701040001,GUARDINO ES,   1,600 HIGH ST,CLAYTON,NY,13624,1000,44.212465,-76.075700,15,114,46
    843,220701040002,CAPE VINCENT ES,   1,410 S ESSELSTYNE,CAPE VINCENT,NY,13618,0282,44.121422,-76.261822,15,114,46
    844,220701040003,THOUSAND ISLANDS HS,   0,SAND BAY RD,CLAYTON,NY,13624,1000,44.212465,-76.075700,14,114,46
    845,220701040004,THOUSAND ISLANDS MS,   0,SAND BAY RD,CLAYTON,NY,13624,1000,44.212465,-76.075700,14,114,46
    846,220909040010,BELLEVILLE HENDERSON CENTRAL S,   1,8372 COUNTY RT 75,BELLEVILLE,NY,13611,0158,43.788419,-76.110595,14,114,46
    847,221001040001,SACKETS HARBOR CENTRAL SCHOOL,   1,BROAD ST,SACKETS HARBOR,NY,13685,0290,43.933386,-76.072206,15,114,46
    848,221301040001,LYME CENTRAL SCHOOL,   1,11868 ACADEMY ST,CHAUMONT,NY,13622,0219,44.098910,-76.115696,15,114,46
    849,221401040001,LA FARGEVILLE CENTRAL SCHOOL,   1,20503 SUNRISE AVE,LA FARGEVILLE,NY,13656,0138,44.184374,-75.972014,15,114,46
    850,222000010007,KNICKERBOCKER SCHOOL,   0,729 KNICKERBOCKER DR,WATERTOWN,NY,13601,4199,43.962629,-75.906425,B1,114,46
    851,222000010010,SHERMAN SCHOOL,   0,836 SHERMAN ST,WATERTOWN,NY,13601,4394,43.965514,-75.915828,B1,114,46
    852,222000010011,STARBUCK SCHOOL,   0,430 E HOARD ST,WATERTOWN,NY,13601,1695,43.986465,-75.898554,B1,114,46
    853,222000010013,CASE JHS,   0,1237 WASHINGTON ST,WATERTOWN,NY,13601,4391,43.959781,-75.913498,B1,114,46
    854,222000010014,NORTH ES,   0,171 E HOARD ST,WATERTOWN,NY,13601,1500,43.986245,-75.903818,B1,114,46
    855,222000010015,OHIO STREET SCHOOL,   0,1537 OHIO ST,WATERTOWN,NY,13601,3099,43.971532,-75.884495,B1,114,46
    856,222000010016,WATERTOWN SHS,   0,1335 WASHINGTON ST,WATERTOWN,NY,13601,4591,43.957371,-75.913828,B1,114,46
    857,222000010017,HAROLD T. WILEY SCHOOL,   1,1351 WASHINGTON ST,WATERTOWN,NY,13601,4592,43.956527,-75.913946,B1,114,46
    858,222201060001,CARTHAGE SHS,   0,36500 N Y S RT 26,CARTHAGE,NY,13619,9599,43.981405,-75.616767,14,114,46
    859,222201060002,BLACK RIVER SCHOOL,   1,LERAY ST,BLACK RIVER,NY,13612,0218,43.984460,-75.789531,15,114,46
    860,222201060005,CARTHAGE ES,   1,BEAVER LN,CARTHAGE,NY,13619,9527,43.981405,-75.616767,15,114,46
    861,222201060006,WEST CARTHAGE ES,   1,27 N JEFFERSON ST,CARTHAGE,NY,13619,9527,43.974303,-75.618144,B1,114,46
    862,222201060011,CARTHAGE MS,   0,21986 COLE RD,CARTHAGE,NY,13619,9527,43.987955,-75.645115,B1,114,46
    863,230201040001,COPENHAGEN JSHS,   0,MECHANIC ST,COPENHAGEN,NY,13626,0030,43.901346,-75.750100,15,114,46
    864,230201040002,COPENHAGEN ES,   1,MECHANIC ST,COPENHAGEN,NY,13626,0030,43.901346,-75.750100,15,114,46
    865,230301040001,HARRISVILLE ES,   1,MILL ST,HARRISVILLE,NY,13648,0200,44.144550,-75.296109,15,112,47
    866,230301040002,HARRISVILLE JSHS,   0,MILL ST,HARRISVILLE,NY,13648,0200,44.144550,-75.296109,15,112,47
    867,230901040001,LOWVILLE ES,   1,7668 STATE ST,LOWVILLE,NY,13367,1397,43.786312,-75.496010,15,112,47
    868,230901040002,LOWVILLE JSHS,   0,7668 STATE ST,LOWVILLE,NY,13367,1397,43.786312,-75.496010,15,112,47
    869,231101040004,CONSTABLEVILLE ES,   1,W MAIN ST,CONSTABLEVILLE,NY,13325,0356,43.589679,-75.561721,15,114,47
    870,231101040005,GLENFIELD ES,   1,MAIN ST,GLENFIELD,NY,13343,0066,43.722849,-75.259917,15,112,47
    871,231101040006,SOUTH LEWIS MS,   0,EAST RD,TURIN,NY,13473,0070,43.656062,-75.426970,15,112,47
    872,231101040007,SOUTH LEWIS SHS,   0,EAST RD,TURIN,NY,13473,0040,43.656062,-75.426970,15,112,47
    873,231101040008,PORT LEYDEN ES,   1,LINCOLN ST,PORT LEYDEN,NY,13433,0068,43.602397,-75.239016,15,112,47
    874,231301040001,BEAVER RIVER ES,   1,ARTZ RD,BEAVER FALLS,NY,13305,0179,43.887562,-75.425219,18,112,47
    875,231301040002,BEAVER RIVER SHS,   0,ARTZ RD,BEAVER FALLS,NY,13305,0179,43.887562,-75.425219,18,112,47
    876,231301040004,BEAVER RIVER MS,   0,ARTZ RD,BEAVER FALLS,NY,13305,0179,43.887562,-75.425219,18,112,47
    877,240101040001,AVON CENTRAL ES,   1,191 CLINTON ST,AVON,NY,14414,1495,42.907462,-77.736963,B1,136,59
    878,240101040002,AVON JSHS,   0,245 CLINTON ST,AVON,NY,14414,1495,42.906011,-77.737008,B1,136,59
    879,240201040001,CALEDONIA-MUMFORD ES,   1,99 NORTH ST,CALEDONIA,NY,14423,1099,42.977939,-77.855154,B1,147,59
    880,240201040002,CALEDONIA-MUMFORD HS,   0,99 NORTH ST,CALEDONIA,NY,14423,1099,42.977939,-77.855154,B1,147,59
    881,240201040003,CALEDONIA-MUMFORD MS,   0,99 NORTH ST,CALEDONIA,NY,14423,1099,42.977939,-77.855154,B1,147,59
    882,240401040001,GENESEO MS HS,   0,4050 AVON RD,GENESEO,NY,14454,9799,42.856842,-77.772089,B1,136,59
    883,240401040002,GENESEO ES,   1,4050 AVON RD,GENESEO,NY,14454,9799,42.856842,-77.772089,B1,136,59
    884,240801060001,LIVONIA PRIMARY SCHOOL,   0,6 PUPPY LN,LIVONIA,NY,14487,0489,42.791792,-77.649389,15,136,59
    885,240801060002,LIVONIA JSHS,   0,2 BULLDOG BLVD,LIVONIA,NY,14487,0489,42.791792,-77.649389,15,136,59
    886,240801060004,LIVONIA IS,   1,2 SCHOOL ST,LIVONIA,NY,14487,0489,42.817534,-77.670079,B1,136,59
    887,240901040001,MT MORRIS JSHS,   0,30 BONADONNA AVE,MOUNT MORRIS,NY,14510,1498,42.714702,-77.869844,B1,136,59
    888,240901040002,MT MORRIS ES,   1,30 BONADONNA AVE,MOUNT MORRIS,NY,14510,1498,42.714702,-77.869844,B1,136,59
    889,241001060001,ELLIS B. HYDE ES,   1,280 MAIN ST,DANSVILLE,NY,14437,9786,42.550471,-77.685035,B1,129,56
    890,241001060002,DANSVILLE MS,   0,31 CLARA BARTON ST,DANSVILLE,NY,14437,1596,42.557262,-77.697927,B1,129,56
    891,241001060003,DANSVILLE SHS,   0,282 MAIN ST,DANSVILLE,NY,14437,9785,42.550298,-77.684835,B1,129,56
    892,241001060004,DANSVILLE PRIMARY SCHOOL,   0,284 MAIN ST,DANSVILLE,NY,14437,9787,42.550193,-77.684698,B1,129,56
    893,241101040001,KESHEQUA MS,   0,15 MILL ST,NUNDA,NY,14517,0517,42.586848,-77.855497,14,136,56
    894,241101040002,KESHEQUA ES,   1,CHURCH & MAPLE STS,DALTON,NY,14836,0913,42.539195,-77.954192,B2,136,56
    895,241101040003,KESHEQUA SHS,   0,15 MILL ST,NUNDA,NY,14517,0517,42.586848,-77.855497,14,136,56
    896,241701040003,YORK CENTRAL ES,   1,2578 GENESEE ST,RETSOF,NY,14539,0102,42.833424,-77.881558,18,147,59
    897,241701040004,YORK JSHS,   0,2578 GENESEE ST,RETSOF,NY,14539,0102,42.833424,-77.881558,18,147,59
    898,250109040001,BROOKFIELD CENTRAL SCHOOL,   1,FAIRGROUND RD,BROOKFIELD,NY,13314,0060,42.807936,-75.341607,14,111,48
    899,250201060001,CAZENOVIA MS,   0,31 EMORY AVE,CAZENOVIA,NY,13035,1098,42.933247,-75.858001,B1,111,48
    900,250201060002,CAZENOVIA HS,   0,31 EMORY AVE,CAZENOVIA,NY,13035,1098,42.933247,-75.858001,B1,111,48
    901,250201060006,BURTON STREET ES,   1,BURTON ST,CAZENOVIA,NY,13035,1100,42.930786,-75.839572,15,111,48
    902,250301040001,DERUYTER HS,   0,711 RAILROAD ST,DERUYTER,NY,13052,0000,42.756524,-75.887852,15,111,48
    903,250301040002,DERUYTER ES,   1,711 RAILROAD ST,DERUYTER,NY,13052,0000,42.756524,-75.887852,15,111,48
    904,250401040001,EDWARD R. ANDREWS ES,   1,57 EATON ST,MORRISVILLE,NY,13408,0638,42.898476,-75.641353,15,111,48
    905,250401040004,MORRISVILLE MS HS,   0,FEARON RD,MORRISVILLE,NY,13408,0638,42.898476,-75.641353,15,111,48
    906,250701040001,HAMILTON JSHS,   0,W KENDRICK AVE,HAMILTON,NY,13346,1299,42.826380,-75.548665,15,111,48
    907,250701040002,HAMILTON ES,   1,W KENDRICK AVE,HAMILTON,NY,13346,1299,42.826380,-75.548665,15,111,48
    908,250901060003,PETERBORO STREET ES,   0,220 N PETERBORO ST,CANASTOTA,NY,13032,1199,43.085787,-75.750146,B1,111,48
    909,250901060004,CANASTOTA HS,   0,102 ROBERTS ST,CANASTOTA,NY,13032,1196,43.082522,-75.749952,B1,111,48
    910,250901060005,ROBERTS STREET MS,   1,120 ROBERTS ST,CANASTOTA,NY,13032,1197,43.082526,-75.749463,B1,111,48
    911,250901060006,SOUTH SIDE ES,   0,HIGH ST,CANASTOTA,NY,13032,1599,43.080912,-75.750570,15,111,48
    912,251101040003,MADISON CENTRAL SCHOOL,   1,7303 RT 20,MADISON,NY,13402,0155,42.932053,-75.513538,14,111,47
    913,251400010001,SYLVAN-VERONA BEACH ES,   1,RT 13,VERONA BEACH,NY,13162,0246,43.191073,-75.728831,18,115,47
    914,251400010002,DURHAMVILLE SCHOOL,   1,MAIN ST,DURHAMVILLE,NY,13054,9703,43.161470,-75.664015,15,115,47
    915,251400010003,NORTH BROAD STREET SCHOOL,   1,230 N BROAD ST,ONEIDA,NY,13421,1399,43.096600,-75.654787,B1,111,48
    916,251400010004,ONEIDA CASTLE SCHOOL,   1,FIRST AVE,ONEIDA,NY,13421,2598,43.090556,-75.647809,15,111,48
    917,251400010005,SENECA STREET SCHOOL,   1,436 SENECA ST,ONEIDA,NY,13421,2098,43.086488,-75.652889,B1,111,48
    918,251400010006,W.F. PRIOR ES,   1,EAST AVE,ONEIDA,NY,13421,2188,43.090556,-75.647809,15,111,48
    919,251400010008,OTTO L. SHORTELL MS,   0,MARKELL DR BOX 716,WAMPSVILLE,NY,13163,0716,43.082296,-75.707658,18,111,48
    920,251400010009,ONEIDA SHS,   0,560 SENECA ST,ONEIDA,NY,13421,2694,43.082908,-75.652518,B1,111,48
    921,251501040001,STOCKBRIDGE VALLEY CENTRAL SCH,   1,6011 WILLIAMS RD,MUNNSVILLE,NY,13409,0732,42.925325,-75.584613,15,111,48
    922,251601060001,BRIDGEPORT ES,   1,9076 NORTH RD,BRIDGEPORT,NY,13030,9601,43.159492,-75.969943,B1,111,48
    923,251601060002,BOLIVAR ROAD ES,   1,6983 BOLIVAR RD,CHITTENANGO,NY,13037,9424,43.047434,-75.878043,15,111,48
    924,251601060003,CHITTENANGO MS,   0,1732 FYLER RD,CHITTENANGO,NY,13037,9520,43.047434,-75.878043,15,111,48
    925,251601060005,CHITTENANGO HS,   0,150 GENESEE ST,CHITTENANGO,NY,13037,1789,43.043430,-75.867843,B1,111,48
    926,251601060006,LAKE STREET ES,   0,127 LAKE ST,CHITTENANGO,NY,13037,1599,43.043745,-75.868571,B1,111,48
    927,260101060001,COUNCIL ROCK PRIMARY SCHOOL,   0,600 GROSVENOR RD,ROCHESTER,NY,14610,2027,43.131483,-77.550754,B1,132,54
    928,260101060004,BRIGHTON HS,   0,1150 WINTON RD S,ROCHESTER,NY,14618,2027,43.121786,-77.568262,B1,132,54
    929,260101060008,TWELVE CORNERS MS,   0,2643 ELMWOOD AVE,ROCHESTER,NY,14618,2027,43.126146,-77.565748,B1,132,54
    930,260101060010,FRENCH ROAD ES,   1,488 FRENCH RD,ROCHESTER,NY,14618,2127,43.099073,-77.567702,B1,132,54
    931,260401060001,GATES-CHILI HS,   0,910 WEGMAN RD,ROCHESTER,NY,14624,1492,43.152973,-77.711226,B1,133,61
    932,260401060002,FLORENCE BRASSER SCHOOL,   1,1000 COLDWATER RD,ROCHESTER,NY,14624,1492,43.125614,-77.729433,15,131,55
    933,260401060004,GATES-CHILI MS,   0,910 WEGMAN RD,ROCHESTER,NY,14624,1492,43.152973,-77.711226,B1,133,61
    934,260401060005,WASHINGTON IRVING SCHOOL,   1,2400 CHILI AVE,ROCHESTER,NY,14624,1492,43.128404,-77.697783,B1,133,61
    935,260401060007,PAUL ROAD SCHOOL,   1,571 PAUL RD,ROCHESTER,NY,14624,1492,43.106184,-77.726543,B1,131,55
    936,260401060008,WALT DISNEY SCHOOL,   1,175 COLDWATER RD,ROCHESTER,NY,14624,1492,43.139555,-77.735924,B1,133,61
    937,260401060009,NEIL ARMSTRONG SCHOOL,   1,3273 LYELL RD,ROCHESTER,NY,14606,1492,43.164571,-77.714444,B1,133,61
    938,260501060001,AUTUMN LANE ES,   0,2089 MAIDEN LN,ROCHESTER,NY,14626,1247,43.224012,-77.704474,B1,134,54
    939,260501060002,LONGRIDGE SCHOOL,   0,190 LONGRIDGE AVE,ROCHESTER,NY,14616,3599,43.227944,-77.653501,B1,134,54
    940,260501060003,BARNARD ES,   1,71 MAIDEN LN,ROCHESTER,NY,14616,4097,43.223671,-77.644899,B1,134,54
    941,260501060003,BROOKSIDE ES,   1,1144 LONG POND RD,ROCHESTER,NY,14626,1199,43.216629,-77.696217,B1,134,54
    942,260501060006,ENGLISH VILLAGE SCHOOL,   0,800 TAIT AVE,ROCHESTER,NY,14616,2309,43.240545,-77.651029,B1,134,54
    943,260501060007,WEST RIDGE SCHOOL,   1,200 ALCOTT RD,ROCHESTER,NY,14626,2498,43.212974,-77.686273,B1,134,54
    944,260501060008,OLYMPIA SHS,   0,1139 MAIDEN LN,ROCHESTER,NY,14615,1199,43.223828,-77.672232,B1,134,54
    945,260501060009,PADDY HILL ES,   0,1801 LATTA RD,ROCHESTER,NY,14612,3798,43.253014,-77.669668,B1,134,54
    946,260501060010,GREECE ARCADIA HS,   0,120 IS COTTAGE RD,ROCHESTER,NY,14612,3699,43.256013,-77.665472,B1,134,54
    947,260501060011,LAKESHORE ES,   1,1200 LATTA RD,ROCHESTER,NY,14612,4099,43.252727,-77.644464,B1,134,54
    948,260501060012,BUCKMAN HTS ES,   1,550 BUCKMAN RD,ROCHESTER,NY,14615,1298,43.215352,-77.670799,B1,134,54
    949,260501060013,ODYSSEY SCHOOL,   0,133 HOOVER DR,ROCHESTER,NY,14615,2699,43.203502,-77.671811,B1,134,54
    950,260501060014,PARKLAND ES,   0,1010 ENGLISH RD,ROCHESTER,NY,14616,2099,43.238552,-77.670312,B1,134,54
    951,260501060015,CRAIG HILL ES,   1,320 W CRAIG HILL DR,ROCHESTER,NY,14626,3450,43.205798,-77.720833,B1,134,54
    952,260501060016,HOLMES ROAD ES,   0,300 HOLMES RD,ROCHESTER,NY,14626,3651,43.201876,-77.689733,B1,134,54
    953,260501060018,KIRK ROAD SCHOOL,   1,299 KIRK RD,ROCHESTER,NY,14612,3399,43.257810,-77.677848,B1,134,54
    954,260501060019,GREECE-ATHENA HS,   0,800 LONG POND RD,ROCHESTER,NY,14612,3097,43.241770,-77.696531,B1,134,54
    955,260501060020,GREECE-ATHENA MS,   0,800 LONG POND RD,ROCHESTER,NY,14612,3097,43.241770,-77.696531,B1,134,54
    956,260501060022,APOLLO MS,   0,740 MAIDEN LN,ROCHESTER,NY,14615,1296,43.223817,-77.662530,B1,134,54
    957,260501060023,ARCADIA MS,   0,120 IS COTTAGE RD,ROCHESTER,NY,14612,3699,43.256013,-77.665472,B1,134,54
    958,260501060024,PINE BROOK ES,   1,2300 ENGLISH RD,ROCHESTER,NY,14616,1648,43.238261,-77.709632,B1,134,54
    959,260801060003,LAURELTON-PARDEE IS,   1,600 PARDEE RD,ROCHESTER,NY,14609,2898,43.186502,-77.553468,B1,132,55
    960,260801060005,IVAN L. GREEN PRIMARY SCHOOL,   0,800 BROWN RD,ROCHESTER,NY,14622,2397,43.203852,-77.567755,B1,132,55
    961,260801060006,EASTRIDGE SHS,   0,2350 RIDGE RD E,ROCHESTER,NY,14622,2799,43.204274,-77.557382,B1,132,55
    962,260801060009,DURAND-EASTMAN IS,   1,95 PT PLEASANT RD,ROCHESTER,NY,14622,1698,43.223811,-77.546894,B1,132,55
    963,260801060010,EASTRIDGE JHS,   0,2350 RIDGE RD E,ROCHESTER,NY,14622,2799,43.204274,-77.557382,B1,132,55
    964,260801060011,HELENDALE ROAD PRIMARY SCHOOL,   0,220 HELENDALE RD,ROCHESTER,NY,14609,4405,43.173327,-77.544889,B1,132,55
    965,260803060001,BRIARWOOD SCHOOL,   0,215 BRIARWOOD DR,ROCHESTER,NY,14617,5613,43.214933,-77.603868,B1,132,55
    966,260803060002,DAKE MS,   0,350 COOPER RD,ROCHESTER,NY,14617,3094,43.217966,-77.598528,B1,132,55
    967,260803060003,IROQUOIS MS,   1,150 COLEBROOK DR,ROCHESTER,NY,14617,2297,43.239895,-77.594708,B1,132,55
    968,260803060004,ROGERS MS,   1,219 NORTHFIELD RD,ROCHESTER,NY,14617,4899,43.203147,-77.607891,B1,132,55
    969,260803060005,IRONDEQUOIT HS,   0,260 COOPER RD,ROCHESTER,NY,14617,3095,43.215882,-77.598430,B1,132,55
    970,260803060007,SENECA SCHOOL,   0,4143 ST PAUL BLVD,ROCHESTER,NY,14617,2397,43.222629,-77.600626,B1,132,55
    971,260803060009,COLEBROOK SCHOOL,   0,210 COLEBROOK DR,ROCHESTER,NY,14617,2296,43.239905,-77.593476,B1,132,55
    972,260803060011,SOUTHLAWN SCHOOL,   0,455 RAWLINSON RD,ROCHESTER,NY,14617,4898,43.202140,-77.607395,B1,132,55
    973,260803060012,BROOKVIEW SCHOOL,   0,300 BROOKVIEW DR,ROCHESTER,NY,14617,4951,43.204552,-77.594068,B1,132,55
    974,260803060014,LISTWOOD SCHOOL,   0,325 LIST AVE,ROCHESTER,NY,14617,3199,43.218071,-77.592462,B1,132,55
    975,260901060001,LIMA ES,   0,COLLEGE ST,LIMA,NY,14485,1294,42.898289,-77.621138,15,136,59
    976,260901060002,MANOR IS,   1,147 EAST ST,HONEOYE FALLS,NY,14472,1294,42.953462,-77.581561,B1,136,55
    977,260901060004,HONEOYE FALLS-LIMA SHS,   0,83 EAST ST,HONEOYE FALLS,NY,14472,1294,42.952950,-77.584961,B1,136,55
    978,260901060005,HONEOYE FALLS-LIMA MS,   0,619 QUAKER MTNGHSE RD,HONEOYE FALLS,NY,14472,1294,42.952635,-77.591440,14,136,55
    979,261001060001,SPENCERPORT HS,   0,2707 SPENCERPORT RD,SPENCERPORT,NY,14559,1991,43.186132,-77.780205,B1,137,61
    980,261001060002,WILLIAM C. MUNN SCHOOL,   1,2333 MANITOU RD,SPENCERPORT,NY,14559,2099,43.176929,-77.753415,B1,137,61
    981,261001060003,LEO BERNABI SCHOOL,   1,69 LYELL AVE,SPENCERPORT,NY,14559,1899,43.188756,-77.792106,B1,137,61
    982,261001060005,A.M. COSGROVE MS,   0,2749 SPENCERPORT RD,SPENCERPORT,NY,14559,1991,43.186458,-77.781258,B1,137,61
    983,261001060006,TERRY TAYLOR ES,   1,399 OGDEN-PARMA TL RD,SPENCERPORT,NY,14559,1699,43.191307,-77.800804,15,137,61
    984,261101060001,VILLAGE ES,   1,90 SCHOOL LN,HILTON,NY,14468,1242,43.289360,-77.790151,14,137,61
    985,261101060002,QUEST ES,   1,225 WEST AVE,HILTON,NY,14468,1283,43.287975,-77.800776,B1,137,61
    986,261101060004,HILTON HS,   0,400 EAST AVE,HILTON,NY,14468,1292,43.291795,-77.781383,B1,137,61
    987,261101060005,MERTON WILLIAMS MS,   0,200 SCHOOL LN,HILTON,NY,14468,1295,43.289360,-77.790151,14,137,61
    988,261101060006,NORTHWOOD ES,   1,433 N GREECE RD,HILTON,NY,14468,1291,43.267544,-77.732575,B1,134,54
    989,261201060003,COBBLES ES,   1,GEBHARDT RD,PENFIELD,NY,14526,0900,43.134734,-77.456167,15,135,55
    990,261201060004,INDIAN LANDING ES,   1,702 LANDING RD N,ROCHESTER,NY,14625,0900,43.142840,-77.528738,B1,132,54
    991,261201060005,SCRIBNER ROAD ES,   1,1750 SCRIBNER RD,PENFIELD,NY,14526,0900,43.149299,-77.485022,B1,135,55
    992,261201060006,PENFIELD SHS,   0,HIGH SCHOOL DR,PENFIELD,NY,14526,0900,43.134734,-77.456167,15,135,55
    993,261201060008,BAY TRAIL MS,   0,1760 SCRIBNER RD,PENFIELD,NY,14526,0900,43.148501,-77.485038,B1,135,55
    994,261201060009,HARRIS HILL ES,   1,2126 PENFIELD RD,PENFIELD,NY,14526,0900,43.130552,-77.447141,B1,135,55
    995,261301060001,BROOKS HILL SCHOOL,   1,181 HULBURT RD,FAIRPORT,NY,14450,2130,43.093229,-77.452637,B1,135,55
    996,261301060002,JOHANNA PERRIN MS,   0,85 POTTER PL,FAIRPORT,NY,14450,2130,43.092961,-77.447781,B1,135,55
    997,261301060004,MARTHA BROWN MS,   0,665 AYRAULT RD,FAIRPORT,NY,14450,2130,43.078926,-77.447375,B1,135,55
    998,261301060006,JEFFERSON AVE SCHOOL,   1,303 JEFFERSON AVE,FAIRPORT,NY,14450,2130,43.090999,-77.462104,B1,135,55
    999,261301060007,MINERVA DELAND SCHOOL,   0,140 HULBURT RD,FAIRPORT,NY,14450,2130,43.094826,-77.452614,B1,135,55
   1000,261301060008,NORTHSIDE SCHOOL,   1,181 HAMILTON RD,FAIRPORT,NY,14450,2130,43.102744,-77.407255,B1,135,55
   1001,261301060009,FAIRPORT SHS,   0,1358 AYRAULT RD,FAIRPORT,NY,14450,2130,43.079294,-77.415954,B1,135,55
   1002,261301060010,DUDLEY SCHOOL,   0,211 HAMILTON RD,FAIRPORT,NY,14450,2130,43.101934,-77.407243,B1,135,55
   1003,261313030001,EAST ROCHESTER ES,   1,400 WOODBINE AVE,EAST ROCHESTER,NY,14445,1860,43.107864,-77.490392,B1,135,55
   1004,261313030002,EAST ROCHESTER HS,   0,200 WOODBINE AVE,EAST ROCHESTER,NY,14445,1860,43.107448,-77.488896,B1,135,55
   1005,261401060001,ALLEN CREEK SCHOOL,   1,3188 EAST AVE,ROCHESTER,NY,14618,3498,43.125683,-77.527376,B1,132,54
   1006,261401060002,JEFFERSON ROAD SCHOOL,   1,15 SCHOOL LN,PITTSFORD,NY,14534,2207,43.082738,-77.510001,B1,136,55
   1007,261401060004,PARK ROAD SCHOOL,   1,50 PARK RD,PITTSFORD,NY,14534,3639,43.048976,-77.494190,B1,136,55
   1008,261401060005,MENDON CTR ES,   1,110 MENDON CENTER RD,PITTSFORD,NY,14534,9701,43.070093,-77.526364,B1,136,55
   1009,261401060006,PITTSFORD SUTHERLAND HS,   0,55 SUTHERLAND ST,PITTSFORD,NY,14534,1978,43.089312,-77.521844,B1,136,55
   1010,261401060008,PITTSFORD MS,   0,75 BARKER RD,PITTSFORD,NY,14534,2929,43.059190,-77.527379,B1,136,55
   1011,261401060009,THORNELL ROAD SCHOOL,   1,431 THORNELL RD,PITTSFORD,NY,14534,9750,43.054127,-77.509740,B1,136,55
   1012,261401060010,PITTSFORD-MENDON HS,   0,472 MENDON RD,PITTSFORD,NY,14534,9515,43.060966,-77.519629,B1,136,55
   1013,261501060002,CHESTNUT RIDGE ES,   1,3560 CHILI AVE,ROCHESTER,NY,14624,5392,43.093132,-77.779773,B1,131,55
