Reg	County	DOT ID	Route	Co Rd	Name	From	To	Co Ordr	Beg	End	Length	Muni Code	Muni Type	Municipality	Jurisdiction	FC	UAC	NHS	Overlap #	Olap rank	HPMS	SH No	Lanes	Pvmnt	Divided	One Way	Pkwy	Grouped	Svce Rd	Disc	Station	AADT	AADT Yr
4	MONROE	100023	NY104			CR 18  FIVE-MILE RD OVER		3	27.98	28.19	0.21	885	Town	Webster	01 NYSDOT	12	75664	1				68-1	4	O	Y						204	50100	2008
4	MONROE	100023	NY104				HARD RD IS UNDER WITH CONN	3	28.19	28.69	0.5	885	Town	Webster	01 NYSDOT	12	75664	1				73-1	4	A	Y						204	50100	2008
4	MONROE	100359	NY390			RT 104 RIDGE RD		1	3.58	3.74	0.16	341	Town	Greece	01 NYSDOT	12	75664	1				80-9	4	O	Y						162	50900	2010
4	MONROE	100359	NY390				PADDY HILL CREEK	1	3.74	4.77	1.03	341	Town	Greece	01 NYSDOT	12	75664	1				80-9	6	O	Y						162	50900	2010
4	MONROE	100359	NY390			PADDY HILL CREEK		1	4.77	4.98	0.21	341	Town	Greece	01 NYSDOT	12	75664	1				80-9	6	O	Y						162	50900	2010
4	MONROE	100359	NY390					1	4.98	5.04	0.06	341	Town	Greece	01 NYSDOT	12	75664	1				80-9	4	O	Y						162	50900	2010
4	MONROE	100359	NY390				CR 249 VINTAGE LANE	1	5.04	5.29	0.25	341	Town	Greece	01 NYSDOT	12	75664	1				80-9	4	O	Y						162	50900	2010
4	MONROE	100444	NY590			ACC RAMP TO RT 104  WB	ACC RAMP TO RT 104 EB	1	3.9	4.2	0.3	419	Town	Irondequoit	01 NYSDOT	12	75664	1				56-7	4	O	Y						5	52800	2006
4	MONROE	100422	I490			INNER LOOP 1S TIME	MAIN ST UNDER NO CONN	2	20.89	20.94	0.05	2048	City	Rochester	01 NYSDOT	11	75664	1				71-7	6	O	Y						156	54100	2005
4	MONROE	100422	I490			MAIN ST UNDER NO CONN	PLYMOUTH AVE	2	20.94	21.29	0.35	2048	City	Rochester	01 NYSDOT	11	75664	1				71-7	6	O	Y						156	54100	2005
4	MONROE	100023	NY104			CR 16  BAY RD OVER WITH CONN		3	25.94	26.3	0.36	885	Town	Webster	01 NYSDOT	12	75664	1				68-1	6	O	Y						315	54400	2011
4	MONROE	100023	NY104				MAPLE DRIVE UNDER NO CONN	3	26.3	26.54	0.24	885	Town	Webster	01 NYSDOT	12	75664	1				68-1	5	O	Y						315	54400	2011
4	MONROE	100023	NY104			MAPLE DRIVE UNDER NO CONN		3	26.54	26.84	0.3	885	Town	Webster	01 NYSDOT	12	75664	1				68-1	5	O	Y						315	54400	2011
4	MONROE	100023	NY104				GRAVEL RD UNDER NO CONN	3	26.84	27.16	0.32	885	Town	Webster	01 NYSDOT	12	75664	1			3004698	68-1	4	O	Y						315	54400	2011
4	MONROE	100023	NY104			GRAVEL RD UNDER NO CONN		3	27.16	27.41	0.25	885	Town	Webster	01 NYSDOT	12	75664	1			3004698	68-1	4	O	Y						315	54400	2011
4	MONROE	100023	NY104				ACC CR 18 FIVE-MILE RD	3	27.41	27.78	0.37	885	Town	Webster	01 NYSDOT	12	75664	1			3004698	68-1	4	O	Y						315	54400	2011
4	MONROE	100023	NY104			ACC CR 18 FIVE-MILE RD	CR 18  FIVE-MILE RD OVER	3	27.78	27.98	0.2	885	Town	Webster	01 NYSDOT	12	75664	1			3004698	68-1	4	O	Y						315	54400	2011
4	MONROE	100023	NY104			RIDGEWAY AVE	RAMP FROM MAPLEWOOD DR	3	19.43	19.67	0.24	2048	City	Rochester	01 NYSDOT	12	75664	1			3004666	73-11	6	A	Y						146	54600	2000
4	MONROE	100422	I490			RT 204 AIRPORT UNDER WITH CONNECTIONS - EXIT 6		2	14.39	14.54	0.15	316	Town	Gates	01 NYSDOT	11	75664	1				61-15	4	C	Y						577	55500	2009
4	MONROE	100422	I490				RAILROAD IS UNDER	2	14.54	14.56	0.02	316	Town	Gates	01 NYSDOT	11	75664	1				61-15	8	C	Y						577	55500	2009
4	MONROE	100422	I490			RAILROAD IS UNDER		2	14.56	14.61	0.05	316	Town	Gates	01 NYSDOT	11	75664	1			3007315	61-15	8	O	Y						577	55500	2009
4	MONROE	100422	I490					2	14.61	14.76	0.15	316	Town	Gates	01 NYSDOT	11	75664	1			3007315	61-15	6	O	Y						577	55500	2009
4	MONROE	100422	I490					2	14.76	14.83	0.07	316	Town	Gates	01 NYSDOT	11	75664	1			3007315	61-6	6	O	Y						577	55500	2009
4	MONROE	100422	I490					2	14.83	15.2	0.37	316	Town	Gates	01 NYSDOT	11	75664	1			3007315	61-6	7	O	Y						577	55500	2009
4	MONROE	100422	I490				RT 33 UNDER W/ CONN EXIT 7	2	15.2	15.21	0.01	316	Town	Gates	01 NYSDOT	11	75664	1			3007315	61-6	8	O	Y						577	55500	2009
4	MONROE	100434	NY531			RT 386 OVER WITH PARTIAL CONNECITON		1	6.99	7.37	0.38	316	Town	Gates	01 NYSDOT	12	75664	1			3008120	61-7	6	O	Y						303	55500	2008
4	MONROE	100434	NY531				ACC RAMPS TO  RT 490I END RT 531	1	7.37	7.56	0.19	316	Town	Gates	01 NYSDOT	12	75664	1			3008120	61-6	6	O	Y						303	55500	2008
4	MONROE	100358	I390			EXIT 12 RTS 90I & 253		3	8.9	9.04	0.14	388	Town	Henrietta	01 NYSDOT	11	75664	1				77-29	4	O	Y						221	57200	2009
4	MONROE	100358	I390				CALKINS RD UNDER NO CONN	3	9.04	9.59	0.55	388	Town	Henrietta	01 NYSDOT	11	75664	1				77-29	6	O	Y						221	57200	2009
4	MONROE	100358	I390			CALKINS RD UNDER NO CONN	RAILROAD UNDER	3	9.59	9.95	0.36	388	Town	Henrietta	01 NYSDOT	11	75664	1				77-29	6	O	Y						221	57200	2009
4	MONROE	100358	I390			RAILROAD UNDER	EXIT 13 HYLAN DRIVE	3	9.95	10.33	0.38	388	Town	Henrietta	01 NYSDOT	11	75664	1				77-29	6	A	Y						221	57200	2009
4	MONROE	100023	NY104			ROCHESTER W LN E SIDE	CULVER RD UNDER - ROCHESTER CL / IRONDEQUOIT TL	3	22.87	22.89	0.02	2048	City	Rochester	01 NYSDOT	12	75664	1				66-7	6	O							55	57300	2009
4	MONROE	100023	NY104			HUDSON AVE UNDER	CARTER ST UNDER	3	20.98	21.29	0.31	2048	City	Rochester	01 NYSDOT	12	75664	1				67-3	6	O	Y						135	60000	1997
4	MONROE	100358	I390			EXIT 13 HYLAN DRIVE		3	10.33	10.93	0.6	388	Town	Henrietta	01 NYSDOT	11	75664	1				77-29	6	A	Y						223	60700	2007
4	MONROE	100358	I390				EXIT 14 RTS 15A & 252	3	10.93	11.44	0.51	388	Town	Henrietta	01 NYSDOT	11	75664	1				77-23	6	O	Y						223	60700	2007
4	MONROE	100023	NY104			CLINTON AVE OVER	SENECA AVE OVER	3	20.24	20.45	0.21	2048	City	Rochester	01 NYSDOT	12	75664	1			3004672	67-3	6	O	Y						134	61100	2008
4	MONROE	100023	NY104			SENECA AVE OVER	HUDSON AVE UNDER	3	20.45	20.98	0.53	2048	City	Rochester	01 NYSDOT	12	75664	1			3004672	67-3	6	O	Y						134	61100	2008
4	MONROE	100359	NY390			CR 111 RIDGEWAY AVE OVER WITH CONNECTIONS	WEILAND AVE UNDER NO CONN	1	2.43	2.76	0.33	341	Town	Greece	01 NYSDOT	12	75664	1			3008210	67-9	6	O	Y						121	62700	1998
4	MONROE	100359	NY390			WEILAND AVE UNDER NO CONN	LATONA ROAD UNDER NO CONN	1	2.76	2.92	0.16	341	Town	Greece	01 NYSDOT	12	75664	1			3008210	67-9	6	O	Y						121	62700	1998
4	MONROE	100359	NY390			LATONA ROAD UNDER NO CONN	RT 104 RIDGE RD	1	2.92	3.58	0.66	341	Town	Greece	01 NYSDOT	12	75664	1			3008210	67-9	6	O	Y						121	62700	1998
4	MONROE	100023	NY104			ROCHESTER CL / IRONDEQUOIT TL	PORTLAND AVENUE OVER WITH CONN	3	21.68	21.7	0.02	419	Town	Irondequoit	01 NYSDOT	12	75664	1			3004679	66-7	6	O	Y						313	64900	2006
